iter	Logloss
250	0.0960847353
251	0.09593882972
252	0.09584271707
253	0.09576737187
254	0.09564764065
255	0.09539975469
256	0.0952360935
257	0.09505567327
258	0.09486827088
259	0.09464156759
260	0.09444075189
261	0.09430576627
262	0.09418508103
263	0.09408699656
264	0.09394004075
265	0.09359374336
266	0.0934696277
267	0.09327808083
268	0.09320823083
269	0.09305221126
270	0.09272486996
271	0.09266705145
272	0.09249173426
273	0.09228403792
274	0.0921367018
275	0.09205319875
276	0.09195857596
277	0.09173506598
278	0.09150446336
279	0.09143396024
280	0.0912480799
281	0.09109340447
282	0.09086222527
283	0.09064639131
284	0.09050724678
285	0.09029992698
286	0.09018612838
287	0.08996456198
288	0.08977037718
289	0.08965208943
290	0.08956190894
291	0.0894761531
292	0.0892915275
293	0.08921522061
294	0.08905125634
295	0.08890995167
296	0.08864872217
297	0.08841808641
298	0.08820380637
299	0.08803997879
300	0.08791256159
301	0.08771379504
302	0.08758413959
303	0.08740692895
304	0.08727306769
305	0.08710621977
306	0.08704644058
307	0.08690127973
308	0.08684481932
309	0.08672448939
310	0.08658370496
311	0.08631856408
312	0.08624140084
313	0.08600501141
314	0.08578006485
315	0.08554640809
316	0.08542256435
317	0.08537180105
318	0.08528605628
319	0.085055179
320	0.08488319147
321	0.08483150107
322	0.08478535755
323	0.08468508169
324	0.08454197771
325	0.0843855137
326	0.08427901494
327	0.08414545986
328	0.08405442266
329	0.08397727714
330	0.08378511771
331	0.08367351347
332	0.08344025003
333	0.08329075382
334	0.08303200449
335	0.0827534108
336	0.08260673766
337	0.08248417626
338	0.08239493572
339	0.08214096603
340	0.08204700403
341	0.08194169848
342	0.08179617461
343	0.08175010037
344	0.08164261025
345	0.08156384871
346	0.08141251586
347	0.08127166563
348	0.08111309972
349	0.08105437056
350	0.0808752695
351	0.08071199931
352	0.08055050598
353	0.08043474827
354	0.08032792756
355	0.08009318594
356	0.080052384
357	0.08002950701
358	0.07997105421
359	0.07983195546
360	0.07971606416
361	0.07961036062
362	0.07952584025
363	0.0794502454
364	0.07933688721
365	0.07913133413
366	0.07899846614
367	0.07892984704
368	0.07887735519
369	0.07877823153
370	0.07874489721
371	0.07859287966
372	0.07832082855
373	0.07814172705
374	0.0780335137
375	0.07787262251
376	0.07765291012
377	0.07751386013
378	0.07739297545
379	0.07726956193
380	0.07717426721
381	0.07710886
382	0.0769710025
383	0.07676562585
384	0.07658059197
385	0.07642008995
386	0.07627068064
387	0.07608420059
388	0.07593930677
389	0.07587837902
390	0.0758236172
391	0.07569002133
392	0.07555483885
393	0.07548252642
394	0.07544656799
395	0.07534911033
396	0.07532292502
397	0.0752783394
398	0.07512745562
399	0.07501336774
400	0.07488123452
401	0.07480928595
402	0.07472704246
403	0.07461569311
404	0.07459424665
405	0.07445526046
406	0.07433401917
407	0.07418029504
408	0.07401892642
409	0.07389536923
410	0.07382859833
411	0.07370656281
412	0.07364335665
413	0.07348288878
414	0.07336209955
415	0.07320846983
416	0.07313638411
417	0.07300074856
418	0.07287292025
419	0.07272560257
420	0.07261448319
421	0.07246233158
422	0.07238239072
423	0.07225201582
424	0.07214847543
425	0.0721035006
426	0.0719911418
427	0.07188944016
428	0.07177741785
429	0.07163963815
430	0.07155265629
431	0.07131950946
432	0.07120778587
433	0.0709570149
434	0.0708480191
435	0.07074903981
436	0.07062041465
437	0.07050820981
438	0.07032360704
439	0.07024700163
440	0.07022570754
441	0.07016202305
442	0.07001009163
443	0.06992640028
444	0.06968848557
445	0.06963318465
446	0.06960713989
447	0.06950301588
448	0.0693550087
449	0.06925531446
450	0.06903527869
451	0.06888049966
452	0.06870610201
453	0.06863088219
454	0.0685715619
455	0.06850251074
456	0.06848021788
457	0.06844470324
458	0.06830912759
459	0.06823552866
460	0.06819266076
461	0.06811789278
462	0.06797987175
463	0.06783679691
464	0.06767610716
465	0.06757176433
466	0.06747408084
467	0.06731734873
468	0.06724661646
469	0.06714620621
470	0.06700807448
471	0.06698689756
472	0.06689272273
473	0.06685422676
474	0.06683077887
475	0.0667725497
476	0.06668085777
477	0.06659426862
478	0.06650546172
479	0.06645525967
480	0.06641610758
481	0.06639301744
482	0.06629890336
483	0.06619372268
484	0.06611091627
485	0.0659567687
486	0.0657703349
487	0.06566149264
488	0.06555898103
489	0.06551170499
490	0.06539381092
491	0.06526409194
492	0.06510563036
493	0.06494724064
494	0.0647978127
495	0.0646922775
496	0.06462393409
497	0.06446300149
498	0.06437669348
499	0.06426710264
500	0.0641714261
501	0.06407242491
502	0.06400592466
503	0.06394720945
504	0.06386448327
505	0.06380458236
506	0.06375418242
507	0.06369237724
508	0.06360285321
509	0.06346883116
510	0.06337123809
511	0.06325872005
512	0.06312921604
513	0.0631051066
514	0.06302138512
515	0.06291253842
516	0.0628529607
517	0.0627721058
518	0.06274694242
519	0.06257699055
520	0.06240775483
521	0.06231173219
522	0.06217651263
523	0.06207042815
524	0.06193734771
525	0.06186021119
526	0.06173703858
527	0.061699372
528	0.06159123418
529	0.06146152009
530	0.06141669705
531	0.06133525611
532	0.06126359214
533	0.06117795664
534	0.06101134324
535	0.0609424033
536	0.06089605037
537	0.06081222984
538	0.06070152069
539	0.06062398853
540	0.06055517072
541	0.06045660662
542	0.06036699426
543	0.06028651353
544	0.0602467591
545	0.06019616793
546	0.06007699814
547	0.05986214923
548	0.05971982982
549	0.05957781239
550	0.05944392439
551	0.05940247678
552	0.05925420922
553	0.05916501741
554	0.05911199903
555	0.05905959821
556	0.05897974264
557	0.05892053614
558	0.05879775188
559	0.05873642021
560	0.05869209031
561	0.05863730429
562	0.05850463401
563	0.05845030789
564	0.05841505167
565	0.05829823655
566	0.05815695328
567	0.05796496123
568	0.05790235457
569	0.05782711139
570	0.05768923797
571	0.05760677463
572	0.05757622682
573	0.05745598723
574	0.05737540526
575	0.05720522962
576	0.05715591629
577	0.05705154239
578	0.05702736237
579	0.05694451417
580	0.05679678275
581	0.0566678441
582	0.05659902291
583	0.05648021829
584	0.05639965572
585	0.05633189256
586	0.05619652989
587	0.0560680421
588	0.05601886598
589	0.05588819646
590	0.05578209858
591	0.05571980979
592	0.05567516264
593	0.05559732458
594	0.05552838548
595	0.05547176905
596	0.05541650549
597	0.05529288727
598	0.0551620419
599	0.05509433648
600	0.05505348635
601	0.05500979378
602	0.05493871516
603	0.05489392066
604	0.05485435251
605	0.0548285318
606	0.05474580717
607	0.05468218878
608	0.0546341695
609	0.05453673391
610	0.05444400508
611	0.05438680763
612	0.0542476685
613	0.0542259414
614	0.05416986896
615	0.05410889741
616	0.05404525624
617	0.0540003733
618	0.05394387801
619	0.05382477254
620	0.05377395698
621	0.05370674011
622	0.05360046954
623	0.0535262413
624	0.05343597464
625	0.05337049145
626	0.05326094193
627	0.05322457668
628	0.05314468412
629	0.05309023535
630	0.05304218124
